Screen_Time_Total,Social_Media_Time,Study_Time_In_Screen,Gaming_Time_Total,Sleep_Time,Study_Time_Offline,Outdoor_Time,Attendance_Percentage,Assignments_Per_Week,Backlogs,Notifications,Games_Installed,GPA,Lecture_Hours,Late_Night_SM,Active_Passive_Ratio,Gender,Residence,Part_Time_Job,Residence_Score,Stress_Level,Mental_Health_Rating,Productivity_Index
6.55,1.39,1.78,3.38,7.33,1.61,3.1,84.69,1,1,117,5,6.71,4.92,1.59,0.41,1,PG,0,0.6,5.64,2.74,2.87
4.64,2.4,1.47,0.37,8.7,2.0,2.29,66.74,1,2,137,2,8.06,6.29,1.04,0.0,0,Home,0,1.0,4.16,4.14,2.6
6.87,2.46,1.12,3.29,7.14,2.79,2.63,61.63,2,0,93,2,7.47,2.76,1.3,0.56,1,Home,0,1.0,5.01,3.41,2.3
8.44,0.0,3.85,0.5,5.09,2.38,1.91,77.58,2,0,122,1,8.58,6.79,1.75,0.08,0,Hostel,0,0.8,7.4,1.68,3.44
7.77,2.98,0.0,4.79,7.27,3.92,3.44,82.4,1,0,139,3,8.45,6.3,1.81,0.67,0,Hostel,0,0.8,5.72,2.9,2.96
5.53,3.45,1.38,0.0,5.74,2.67,3.79,62.49,1,0,129,4,5.34,7.6,0.91,0.02,0,Hostel,0,0.8,5.83,3.35,2.31
7.65,2.83,1.67,2.24,7.23,2.01,2.69,62.37,3,0,160,4,8.18,8.0,0.56,0.62,0,Home,0,1.0,7.03,1.9,2.08
7.22,0.67,2.45,1.3,7.44,3.23,2.38,82.42,3,0,75,4,8.83,6.0,0.58,0.19,1,Hostel,1,0.8,5.37,2.75,3.74
5.81,2.64,1.22,1.94,7.55,3.14,1.45,62.32,3,1,185,2,7.41,3.17,0.98,0.14,0,PG,0,0.6,5.75,2.45,2.35
9.1,1.22,3.67,2.65,5.68,2.93,2.6,75.48,2,0,79,2,7.29,2.98,0.69,0.31,0,Hostel,0,0.8,6.88,1.95,3.45
7.09,0.44,1.83,2.17,5.8,1.73,6.0,80.69,2,1,164,2,7.19,2.3,1.01,0.21,1,PG,0,0.6,5.69,4.08,2.65
6.84,2.36,2.83,1.66,7.28,2.76,2.53,81.18,2,1,138,2,8.56,7.37,0.91,0.31,1,Hostel,0,0.8,7.3,2.21,3.2
6.13,1.85,1.99,2.29,7.53,2.45,2.6,72.56,2,0,135,4,8.72,8.0,1.1,0.59,0,PG,1,0.6,6.34,2.4,2.6
10.03,1.61,2.16,1.99,8.43,1.91,3.63,53.87,3,0,81,3,7.41,5.53,0.9,0.04,0,Hostel,0,0.8,4.57,2.94,2.21
7.77,1.49,1.42,2.39,7.81,2.05,1.15,87.88,2,0,64,2,7.88,6.95,0.5,0.21,0,PG,0,0.6,4.28,2.83,2.54
7.43,0.0,3.07,0.52,6.9,2.08,3.31,76.66,2,0,80,5,6.91,7.38,1.34,0.56,0,PG,0,0.6,5.15,2.87,3.23
7.5,2.28,2.45,1.62,8.19,4.43,3.88,94.25,2,0,116,2,6.94,8.0,1.03,0.6,1,Home,1,1.0,5.89,3.42,4.28
8.51,3.45,1.47,1.62,6.85,2.45,0.5,85.27,3,0,120,2,5.75,8.0,0.53,0.2,0,Home,0,1.0,7.18,1.2,2.63
6.46,2.72,2.97,0.77,6.94,1.8,2.27,65.57,2,0,119,4,7.56,6.49,0.21,0.05,0,Home,1,1.0,6.32,2.44,2.66
4.15,0.45,2.39,1.31,7.89,3.66,3.83,74.35,2,0,188,3,6.9,5.6,0.89,0.57,0,Hostel,0,0.8,3.6,4.79,3.58
11.92,2.2,1.86,0.0,7.09,2.19,2.23,86.14,1,1,99,4,6.78,8.0,1.62,0.67,1,Hostel,0,0.8,5.74,1.31,3.17
9.75,2.63,2.21,2.02,6.55,3.3,1.16,61.63,3,0,148,2,5.03,4.31,0.47,0.48,0,Hostel,0,0.8,6.66,1.13,3.24
6.53,3.32,1.84,1.37,6.18,3.87,1.53,80.8,3,1,110,3,9.23,8.0,0.0,0.68,0,Home,0,1.0,8.79,1.24,3.58
6.46,2.84,1.21,2.41,5.93,2.06,1.23,68.77,2,0,157,2,8.43,7.33,0.53,0.13,0,Home,0,1.0,6.93,1.99,2.43
3.22,0.87,1.36,0.99,6.27,3.31,2.89,81.24,3,0,173,3,8.4,8.0,0.31,0.07,0,Home,1,1.0,6.18,3.66,3.39
8.48,2.33,3.83,2.14,5.71,4.04,1.72,95.83,2,1,131,4,6.34,4.71,0.88,0.28,1,Hostel,1,0.8,9.48,1.0,4.72
9.78,3.42,0.43,0.04,7.48,4.38,1.42,84.44,2,1,163,5,7.32,5.28,0.89,0.76,0,Home,0,1.0,4.75,1.81,3.25
4.62,0.93,2.45,1.12,7.78,3.33,1.38,59.89,3,2,100,3,6.52,8.0,1.47,0.22,0,Home,0,1.0,7.66,2.11,3.41
7.37,2.8,0.31,1.33,7.36,3.27,4.16,91.84,1,1,138,2,8.46,6.39,1.85,0.13,1,Home,1,1.0,5.38,3.74,2.79
5.15,1.08,2.04,2.02,6.35,3.11,0.0,83.3,2,0,56,3,6.06,6.64,1.65,0.18,1,PG,0,0.6,6.21,2.01,3.65
6.4,0.99,2.08,3.33,6.72,2.63,2.23,84.8,2,2,108,5,7.9,5.84,0.55,0.08,1,Hostel,1,0.8,8.15,1.44,3.37
7.63,1.03,1.69,0.09,7.06,3.15,1.39,82.2,2,1,106,3,8.02,8.0,1.24,0.21,1,Home,0,1.0,5.47,2.41,3.32
10.22,3.58,1.96,2.89,4.0,3.5,1.89,67.98,3,0,155,5,7.53,8.0,0.68,0.03,0,Hostel,1,0.8,10.0,1.0,2.68
7.24,3.78,1.83,1.62,5.13,2.08,2.31,75.62,2,0,176,4,9.73,2.0,1.02,0.39,1,PG,0,0.6,7.06,1.61,2.43
4.39,1.14,2.69,0.56,7.0,4.2,1.12,61.9,2,1,84,3,8.36,7.42,1.7,0.19,1,Home,0,1.0,6.58,2.59,3.63
6.03,1.54,2.84,1.64,6.72,3.88,3.69,69.71,2,1,58,4,9.23,2.0,0.85,0.8,0,Hostel,0,0.8,5.88,3.33,3.51
9.68,2.07,0.0,2.71,4.39,3.94,1.42,73.36,1,0,158,3,5.49,5.66,1.2,0.6,0,Home,1,1.0,6.98,1.1,2.78
7.56,3.14,2.16,2.25,6.45,2.13,3.68,61.07,1,0,136,3,10.0,3.95,0.68,0.46,0,Hostel,0,0.8,5.53,3.07,2.29
7.49,0.78,1.49,4.33,6.08,2.75,0.79,65.74,2,2,146,3,9.36,4.47,1.01,0.16,0,Home,1,1.0,8.59,1.0,2.75
9.38,0.0,0.44,2.08,7.1,3.22,1.38,59.24,1,1,102,4,6.89,5.34,0.79,0.55,0,Home,0,1.0,3.2,2.77,2.49
7.57,2.34,2.48,0.0,8.03,2.66,2.69,70.4,1,1,166,3,8.85,4.68,0.84,0.4,1,Hostel,1,0.8,4.36,3.17,3.07
5.54,1.93,1.51,2.1,8.79,3.22,2.83,82.78,2,1,74,1,7.75,6.67,0.92,0.3,1,Hostel,0,0.8,4.63,4.13,3.16
8.89,2.94,2.26,2.54,7.6,4.33,2.81,73.28,2,1,121,3,9.35,3.89,1.62,0.13,1,Hostel,0,0.8,6.63,1.96,3.58
4.17,1.26,0.51,2.4,6.0,1.67,2.9,72.47,1,3,30,3,7.08,8.0,0.53,0.44,1,Home,0,1.0,7.91,2.9,1.78
6.82,3.35,1.87,1.6,4.65,2.02,2.24,85.03,1,0,150,1,6.83,6.33,1.62,0.35,1,Home,0,1.0,8.08,2.0,2.97
6.85,1.76,1.38,3.21,8.54,4.29,2.38,80.42,1,0,54,1,7.84,7.72,0.82,0.16,0,Home,0,1.0,3.66,4.21,3.46
5.26,1.11,2.18,0.62,9.26,2.34,2.42,78.16,2,2,150,4,7.75,4.53,0.72,0.19,0,Hostel,0,0.8,3.61,3.88,3.06
8.52,3.0,1.8,3.72,8.8,3.12,0.66,72.93,3,0,172,2,7.18,6.27,0.6,0.0,1,Hostel,0,0.8,5.7,1.66,2.98
8.52,2.14,3.77,2.61,6.44,3.39,2.59,56.07,3,1,136,2,8.93,4.57,1.39,0.07,0,Hostel,0,0.8,9.27,1.0,3.56
7.43,3.45,0.72,3.27,5.64,2.41,2.71,72.21,1,0,133,3,9.18,5.24,0.67,0.32,0,Home,0,1.0,6.36,2.5,2.14
7.3,3.47,2.32,0.1,8.81,3.06,4.52,71.98,3,0,88,2,5.85,7.43,0.68,0.88,0,Home,0,1.0,5.18,4.03,3.45
8.32,4.49,1.99,0.38,5.18,2.13,1.8,84.24,1,0,182,2,5.74,3.97,0.38,0.2,1,Hostel,0,0.8,6.34,1.9,2.74
3.0,1.65,1.06,0.29,6.66,2.53,1.66,85.64,2,0,159,3,8.18,3.12,0.48,0.0,0,Hostel,0,0.8,2.99,4.58,2.75
9.84,3.54,3.74,2.56,7.7,1.17,1.55,87.69,2,0,110,3,7.21,4.21,0.91,0.35,1,Home,0,1.0,6.75,1.36,3.06
9.56,1.88,1.62,1.96,7.82,4.26,2.36,75.88,1,1,122,3,8.42,4.1,1.02,0.17,1,Hostel,0,0.8,4.02,2.8,3.61
9.38,0.87,0.0,3.64,7.35,4.54,2.19,80.0,1,0,77,2,5.35,7.6,1.24,0.51,1,Hostel,0,0.8,3.84,3.11,3.32
3.33,1.06,0.73,1.55,7.79,2.77,3.81,77.85,2,0,90,4,8.85,5.74,1.56,0.15,1,Home,0,1.0,3.28,5.0,2.51
7.13,5.73,0.76,0.28,5.37,2.4,2.52,85.31,1,0,153,3,7.58,6.42,0.93,0.14,0,Hostel,0,0.8,6.97,2.11,2.62
7.55,3.32,1.29,0.0,7.31,2.56,2.98,86.76,1,0,148,4,8.44,3.63,1.24,0.72,1,Home,0,1.0,3.31,3.82,3.02
6.88,4.0,0.27,0.97,6.52,3.73,2.48,62.98,3,0,169,2,10.0,4.74,1.48,0.25,1,Hostel,0,0.8,6.19,2.55,2.32
5.35,2.72,0.99,0.7,9.36,2.95,1.48,100.0,3,0,87,2,5.77,2.82,1.12,0.25,0,Hostel,0,0.8,2.2,4.62,3.57
7.72,3.39,0.61,0.89,6.34,3.41,2.2,70.01,2,0,150,3,7.4,7.35,0.47,0.49,0,Hostel,0,0.8,5.75,2.33,2.4
4.87,2.2,1.1,1.29,6.94,4.02,1.6,82.42,2,0,132,2,6.47,6.58,0.65,0.48,0,Home,1,1.0,5.34,3.34,3.54
6.61,0.0,0.0,0.39,8.19,5.2,4.0,85.61,2,1,126,2,5.71,6.12,0.83,0.7,1,Hostel,0,0.8,2.06,5.0,3.84
7.63,0.38,0.1,2.22,8.18,4.1,2.73,69.21,2,0,126,3,8.73,3.63,1.31,0.0,1,Hostel,1,0.8,2.07,4.27,2.66
7.64,3.47,3.11,1.07,6.85,4.64,2.83,60.86,1,0,131,3,8.48,8.0,0.44,0.43,0,Hostel,0,0.8,6.49,2.28,4.03
6.47,0.35,1.53,2.36,7.58,0.99,3.42,64.66,2,0,83,4,9.78,5.31,0.82,0.0,1,Home,1,1.0,3.98,4.02,2.21
10.39,0.0,2.9,1.35,7.53,3.45,2.26,79.24,1,0,122,3,8.75,6.99,0.85,0.53,0,Home,1,1.0,4.16,2.62,3.49
7.6,2.55,2.0,0.0,7.48,2.52,1.99,66.32,3,0,30,3,7.24,8.0,0.37,0.82,1,Hostel,0,0.8,5.68,2.54,2.79
7.71,3.63,2.85,1.2,7.14,1.0,2.44,87.74,1,0,120,5,5.99,5.43,1.77,0.71,1,Home,0,1.0,6.16,2.19,2.75
10.64,1.35,4.6,3.95,6.9,3.19,1.97,86.06,1,0,113,3,6.02,4.8,0.55,0.31,1,Home,0,1.0,6.71,1.33,4.48
7.88,4.02,1.78,2.08,7.97,2.69,2.88,71.53,3,0,51,4,7.88,7.93,0.52,0.39,0,Hostel,0,0.8,6.88,2.11,3.01
3.55,2.48,1.04,0.0,6.08,2.17,4.63,72.21,2,0,160,2,8.21,7.98,1.4,0.53,1,PG,0,0.6,6.0,4.26,2.21
9.77,0.57,0.0,4.84,7.13,2.39,2.59,83.04,1,0,94,3,7.89,4.39,0.48,0.5,0,Home,0,1.0,3.14,3.43,2.48
6.53,2.22,0.29,3.49,7.6,3.1,3.13,71.25,2,0,81,3,9.58,6.15,0.74,0.62,1,PG,0,0.6,4.67,3.52,2.23
6.51,2.75,1.17,1.64,6.98,1.94,4.07,80.17,2,1,88,3,5.83,8.0,1.33,0.7,0,Hostel,0,0.8,7.19,2.9,2.4
6.98,3.09,1.32,0.68,5.49,1.92,0.94,70.85,2,1,153,2,7.88,6.59,0.34,0.19,0,Home,0,1.0,7.42,1.53,2.02
6.24,1.24,2.86,1.74,8.33,3.99,3.27,61.73,2,1,155,4,7.24,6.85,1.43,0.65,1,Hostel,0,0.8,5.85,2.9,3.87
7.39,3.34,2.53,1.52,6.02,1.75,3.14,76.28,2,0,91,2,8.38,8.0,0.84,0.29,1,Home,1,1.0,8.53,1.95,2.62
8.77,3.63,1.22,3.92,8.5,3.67,1.99,72.91,1,0,159,3,8.65,6.93,1.27,0.39,1,Home,1,1.0,5.63,2.16,2.71
8.44,4.82,0.0,3.63,6.59,3.29,1.36,78.16,2,0,196,3,6.37,6.6,1.52,0.4,1,Home,1,1.0,8.07,1.0,2.38
3.07,1.05,0.83,1.19,7.84,3.78,2.31,82.02,2,0,151,3,8.34,6.74,1.06,0.28,0,Hostel,0,0.8,3.21,4.73,3.41
5.1,1.56,0.99,2.55,5.32,3.69,0.0,80.96,2,2,88,2,8.08,5.83,0.36,0.27,0,Home,0,1.0,8.19,1.45,2.97
7.81,1.83,0.13,0.0,5.99,3.0,2.22,74.97,1,2,145,2,5.15,6.35,0.0,0.03,0,Hostel,0,0.8,4.92,2.87,2.15
7.02,2.67,2.76,1.59,6.06,3.24,3.28,81.46,3,0,172,5,7.51,8.0,0.74,0.58,1,Home,1,1.0,9.12,1.24,3.51
7.63,2.06,2.89,2.69,5.36,2.13,1.96,67.85,2,3,94,4,7.69,2.62,0.79,0.65,0,Hostel,0,0.8,10.0,1.0,2.7
6.4,2.44,2.53,1.43,7.9,3.09,2.62,81.1,2,0,118,3,5.58,6.05,1.12,0.12,1,Hostel,0,0.8,5.06,3.25,3.55
7.85,3.66,0.68,0.63,6.03,5.13,3.09,86.89,1,0,94,3,5.33,4.25,0.8,0.42,0,Home,0,1.0,4.56,3.49,3.42
8.3,3.33,0.45,2.9,7.03,2.29,1.1,85.98,2,0,174,2,6.49,5.89,1.65,0.68,0,Home,0,1.0,6.13,1.86,2.26
4.31,2.39,0.23,1.69,6.69,2.15,2.42,62.47,2,0,118,3,8.06,7.92,0.83,0.44,1,Home,1,1.0,5.77,3.43,1.91
8.16,1.48,2.92,1.23,7.87,3.81,0.98,69.84,2,1,111,3,6.03,4.0,0.74,0.23,0,Home,0,1.0,4.92,2.31,3.46
9.39,3.14,0.0,3.56,6.0,5.52,2.29,85.46,2,1,137,4,9.62,4.24,0.52,0.15,0,Hostel,0,0.8,6.84,1.39,3.22
5.86,1.1,1.18,3.58,6.17,2.52,2.53,74.48,2,0,160,3,6.73,6.57,0.62,0.64,1,Hostel,0,0.8,6.17,2.74,2.81
4.31,1.59,1.39,1.33,8.08,4.14,1.53,94.37,2,0,135,1,9.07,4.62,0.81,0.56,0,Hostel,0,0.8,3.07,4.54,3.69
10.48,1.17,1.92,5.35,6.62,3.91,2.99,74.1,1,1,82,3,8.16,4.4,0.0,0.27,1,Hostel,1,0.8,6.8,1.64,3.3
9.17,4.86,1.35,0.86,6.12,1.45,3.71,89.18,3,0,156,2,7.72,6.37,0.53,0.0,1,Hostel,0,0.8,7.75,1.88,2.12
5.34,2.75,1.5,1.09,8.34,3.93,2.69,86.32,2,0,30,3,5.89,6.23,1.37,0.48,1,Hostel,0,0.8,4.2,4.13,3.5
7.7,2.6,2.28,2.82,4.99,3.26,3.21,73.98,1,1,131,4,7.59,5.7,0.05,0.25,0,Hostel,0,0.8,8.19,1.55,3.05
4.96,1.31,1.24,0.0,7.11,3.02,2.11,62.79,3,0,116,5,5.92,5.42,0.38,0.52,1,Home,0,1.0,3.92,3.68,2.53
4.52,4.52,0.0,0.0,4.87,2.18,2.17,73.66,2,1,72,3,7.96,5.22,0.0,0.34,0,Hostel,0,0.8,7.11,2.68,1.71
5.4,3.05,0.0,2.35,8.13,2.42,2.4,69.25,3,0,125,3,9.85,8.0,0.65,0.52,1,Home,0,1.0,5.15,3.43,2.09
5.82,3.6,0.67,1.56,5.91,3.21,3.74,54.65,2,0,130,3,9.39,7.22,0.56,0.51,0,Hostel,0,0.8,6.7,2.99,2.26
7.97,2.0,2.32,3.16,5.21,1.01,0.86,74.45,2,0,98,2,6.93,3.43,1.26,0.71,1,Home,0,1.0,7.66,1.27,2.22
6.41,2.19,2.81,1.42,10.0,3.26,1.87,69.41,2,0,118,3,7.32,4.65,0.52,0.49,0,PG,0,0.6,2.39,3.99,3.49
4.18,0.72,1.73,1.74,6.33,2.83,0.96,66.03,1,0,140,4,8.77,7.42,1.04,0.66,0,Home,1,1.0,5.43,2.85,2.8
5.91,4.51,1.05,0.35,5.72,4.7,3.01,82.44,1,2,126,3,8.75,4.21,0.74,0.43,0,Hostel,0,0.8,7.46,2.44,3.8
6.88,4.54,0.33,2.01,7.38,1.87,3.26,88.36,2,1,85,3,7.61,3.97,0.84,0.72,1,Home,0,1.0,6.01,3.17,2.14
5.25,1.62,2.23,1.4,8.17,2.35,3.7,76.02,2,0,47,3,8.02,5.88,0.86,0.44,0,Home,0,1.0,3.99,4.69,2.84
5.71,1.43,2.01,2.27,7.55,0.8,2.9,66.54,3,0,101,4,6.75,7.2,0.6,0.48,0,Home,0,1.0,5.85,3.13,2.18
9.3,1.99,3.25,4.06,5.65,1.98,0.42,76.67,2,0,126,3,6.43,3.63,0.05,0.64,0,Hostel,0,0.8,7.75,1.0,3.1
7.72,1.01,1.02,0.52,4.74,3.42,2.19,70.99,3,2,124,3,8.68,6.22,0.21,0.53,0,Hostel,0,0.8,8.37,1.21,2.85
6.63,2.82,1.4,1.24,7.14,2.01,3.7,90.11,3,0,178,3,8.29,5.27,1.41,0.2,1,PG,0,0.6,5.9,3.04,2.83
3.6,0.27,0.6,2.73,7.97,3.28,5.06,64.81,2,0,123,3,7.6,6.49,0.27,0.26,0,Hostel,1,0.8,3.24,5.0,2.53
5.53,2.54,1.51,1.49,7.1,0.97,1.21,75.13,3,0,64,3,7.64,2.0,0.6,0.42,1,PG,1,0.6,5.15,2.83,2.19
8.73,1.73,2.8,1.24,4.51,2.54,1.56,79.76,2,0,109,2,8.61,7.65,0.65,0.67,0,Home,0,1.0,8.52,1.0,3.05
9.85,3.75,4.67,1.61,7.53,3.7,2.92,76.55,2,1,72,2,6.68,4.57,0.13,0.49,1,Home,1,1.0,8.48,1.32,4.5
5.86,2.63,1.74,1.18,8.14,2.42,3.2,66.92,1,0,54,3,4.58,5.79,0.74,0.46,1,Hostel,0,0.8,3.29,4.49,2.58
8.69,1.55,4.59,2.06,4.84,2.89,4.09,92.74,1,1,139,2,7.72,4.56,1.13,0.65,1,PG,1,0.6,9.75,1.18,4.33
6.65,2.14,1.4,2.22,7.61,1.88,2.39,80.17,2,0,156,5,6.63,6.05,0.72,0.38,0,Hostel,0,0.8,4.65,2.9,2.77
8.65,3.58,0.2,1.16,7.15,3.41,3.41,64.01,3,0,101,2,8.08,7.09,1.19,0.47,0,Home,1,1.0,6.48,2.61,2.0
7.4,3.09,2.54,1.76,6.59,3.78,3.59,64.63,2,1,117,2,5.62,7.83,0.3,0.44,1,Home,0,1.0,8.16,2.21,3.35
4.03,0.97,0.0,1.79,6.53,2.44,2.73,74.75,3,0,70,3,7.27,8.0,1.39,0.11,1,Home,0,1.0,5.47,3.89,2.35
8.02,2.33,2.22,3.47,8.22,3.91,2.7,69.73,1,1,64,3,7.62,5.87,1.02,0.06,1,Home,0,1.0,5.56,2.84,3.24
6.55,3.52,0.26,2.77,5.04,2.06,4.58,67.71,2,1,133,3,7.7,4.83,0.99,0.27,1,Home,1,1.0,8.76,2.37,1.66
9.17,0.58,4.07,3.03,7.55,3.66,1.33,65.58,2,0,145,3,7.09,6.61,0.99,0.29,0,Home,0,1.0,6.33,1.48,4.03
5.97,1.96,2.21,0.55,6.3,1.64,1.67,74.41,3,1,106,1,9.1,2.81,1.13,0.63,0,Home,0,1.0,6.7,2.66,2.36
5.03,1.63,0.0,3.36,6.65,2.28,3.55,75.24,3,0,161,2,5.84,7.47,1.41,0.36,0,PG,0,0.6,6.47,3.25,1.96
6.04,0.92,0.71,3.55,7.17,4.19,2.03,75.71,1,2,147,3,8.7,7.82,0.81,0.18,1,Home,0,1.0,6.26,2.61,3.13
7.96,1.08,3.7,3.18,6.97,2.82,2.12,76.68,1,0,148,4,6.37,2.89,0.59,0.5,0,Home,0,1.0,4.97,2.59,3.85
6.43,3.5,1.99,0.94,7.09,3.31,4.35,89.73,3,0,118,3,8.26,4.04,0.35,0.69,1,Hostel,0,0.8,5.86,3.6,3.7
4.55,1.89,0.59,2.06,5.38,2.88,1.95,63.99,3,0,135,3,7.32,2.99,1.0,0.33,0,Home,0,1.0,6.1,3.0,2.08
6.26,0.75,1.73,0.89,6.39,3.12,3.02,85.32,1,2,159,3,6.96,2.11,1.22,0.45,0,Hostel,0,0.8,4.89,3.45,3.11
7.05,0.64,3.7,0.58,7.81,3.14,2.62,87.49,3,0,81,3,9.12,7.07,0.49,0.37,1,Hostel,0,0.8,5.33,3.06,4.3
6.58,2.2,3.33,1.05,7.94,2.96,2.43,89.31,2,0,108,3,6.98,3.37,1.21,0.15,1,Hostel,0,0.8,4.49,3.43,4.03
4.4,0.0,2.44,1.95,6.21,2.9,3.51,87.73,1,0,131,3,6.81,6.37,1.38,0.51,1,Home,1,1.0,5.53,4.01,3.55
7.08,2.97,1.53,2.58,8.14,4.01,3.85,100.0,2,1,30,3,5.61,6.1,0.23,0.06,0,Hostel,0,0.8,5.57,3.58,3.66
10.48,2.71,2.78,0.11,6.77,3.13,1.98,89.5,2,2,157,3,7.26,5.9,0.42,0.51,1,Home,0,1.0,7.6,1.0,3.73
7.97,3.01,0.0,3.91,7.21,2.51,2.3,78.71,1,1,145,4,6.55,7.96,1.27,0.47,0,Home,0,1.0,6.51,1.98,2.14
7.84,1.22,3.92,2.7,7.55,2.01,2.88,79.29,1,1,67,1,8.74,6.58,1.36,0.49,0,Home,0,1.0,6.87,2.69,3.6
8.13,2.18,2.22,1.13,6.42,1.41,1.2,85.34,2,1,140,6,7.95,3.16,1.3,0.58,0,PG,0,0.6,6.38,1.06,2.86
5.22,1.81,1.79,0.68,7.79,1.64,2.53,68.38,3,1,181,2,8.79,8.0,0.3,0.09,0,Hostel,0,0.8,5.87,3.12,2.72
4.36,2.85,0.17,1.34,6.38,1.32,2.15,71.03,1,0,137,4,7.3,3.51,0.97,0.47,1,Hostel,0,0.8,3.6,4.0,1.59
5.93,3.88,0.0,2.04,7.27,2.62,2.12,93.36,1,0,123,2,7.79,8.0,1.22,0.3,0,Hostel,1,0.8,5.48,3.16,2.24
6.38,2.18,0.69,3.5,6.3,3.14,3.29,65.31,1,0,79,3,6.65,4.45,0.7,0.78,1,Hostel,1,0.8,5.47,3.36,2.71
8.72,2.21,1.55,1.56,6.79,1.2,3.0,44.61,2,1,147,3,7.34,5.3,0.57,0.52,0,Home,0,1.0,6.04,2.32,1.75
7.8,0.36,2.16,3.13,7.15,3.34,2.32,82.84,3,1,102,2,8.28,8.0,1.7,0.27,0,Hostel,1,0.8,8.38,1.47,3.28
11.03,3.12,1.68,3.16,7.67,3.2,2.09,81.19,3,1,125,4,7.85,3.93,0.51,0.37,0,PG,1,0.6,7.4,1.0,3.17
6.7,0.48,1.35,0.94,7.46,1.5,2.02,85.47,1,0,164,5,8.93,6.07,0.82,0.13,0,Home,0,1.0,2.31,3.91,2.51
6.88,2.81,0.77,1.28,8.9,2.29,1.57,83.31,1,0,153,4,5.99,6.77,1.11,0.49,1,Home,0,1.0,2.5,3.77,2.69
4.36,1.86,0.77,0.32,6.86,2.99,3.86,97.17,2,2,94,4,6.24,5.55,0.0,0.41,0,Home,0,1.0,5.35,4.2,3.4
6.47,2.43,0.73,2.92,6.75,2.84,1.43,75.35,1,1,133,3,6.28,5.47,0.94,0.36,0,Home,0,1.0,5.69,2.54,2.82
5.27,2.94,2.27,0.05,8.23,2.33,3.59,71.25,2,0,114,3,5.36,6.57,1.32,0.43,1,Hostel,0,0.8,4.51,4.14,2.73
9.22,2.65,1.16,0.0,8.03,2.32,3.69,63.53,2,0,104,4,8.25,5.01,1.5,0.58,1,Hostel,0,0.8,3.4,3.53,2.49
7.45,1.5,1.14,2.39,5.1,3.29,2.14,66.96,2,0,83,1,6.38,3.38,0.34,0.5,1,Hostel,0,0.8,5.73,2.81,3.0
5.61,2.4,2.27,0.75,6.57,3.04,1.66,63.33,3,1,57,4,7.78,6.5,1.73,0.92,0,Home,0,1.0,8.32,1.63,2.96
7.54,1.35,0.49,2.43,6.5,1.75,2.8,72.45,2,2,115,4,8.82,7.19,1.12,0.38,0,Hostel,0,0.8,7.3,1.85,1.66
3.04,1.43,0.8,0.81,7.05,4.2,2.5,81.83,2,0,170,3,7.19,5.48,0.26,0.27,0,Hostel,0,0.8,3.23,4.76,3.51
9.84,2.59,2.88,0.0,6.53,3.99,3.0,81.43,2,0,133,0,7.68,6.38,0.65,0.59,1,Hostel,0,0.8,6.06,2.51,3.86
9.7,1.84,0.97,3.77,8.26,2.73,2.61,74.74,2,0,135,2,5.1,3.06,0.85,0.36,1,Hostel,0,0.8,3.45,3.24,2.59
7.71,5.11,1.42,1.18,8.64,4.36,3.19,84.93,2,0,168,3,7.46,3.94,0.0,0.63,0,Hostel,1,0.8,4.48,3.32,3.51
6.79,2.92,1.87,2.0,6.53,1.86,2.39,70.3,3,0,98,2,7.82,4.12,1.41,0.21,0,Home,1,1.0,7.43,2.26,2.49
9.48,3.23,2.84,3.41,6.39,4.04,3.12,77.39,2,0,73,3,8.0,7.75,0.0,0.25,1,Home,0,1.0,8.25,1.44,3.49
9.75,4.13,3.51,2.11,7.87,2.1,2.57,81.96,2,0,55,4,6.74,7.14,0.26,0.64,1,PG,0,0.6,7.18,1.3,3.48
3.0,1.9,0.47,0.63,5.82,4.31,1.86,87.48,2,0,130,2,5.82,6.87,1.02,0.13,1,Hostel,1,0.8,5.67,3.67,3.16
4.53,0.0,1.29,0.06,5.04,2.43,2.03,80.48,2,0,114,3,5.1,4.51,1.04,0.43,1,Home,0,1.0,4.5,3.86,3.1
4.75,1.84,2.9,0.0,7.84,3.89,0.06,54.85,2,1,182,3,6.43,3.06,1.63,0.67,0,Home,0,1.0,4.84,2.64,3.27
5.42,0.62,2.35,0.86,6.37,1.87,2.52,92.35,3,0,149,3,7.36,5.41,1.29,0.65,1,Home,1,1.0,6.44,2.93,3.07
3.0,1.22,0.87,0.91,7.24,3.18,2.78,75.75,2,1,194,3,8.64,7.18,0.35,0.31,0,Home,1,1.0,5.08,4.11,2.98
4.76,1.91,1.63,1.23,6.36,1.98,3.41,84.39,2,0,133,1,8.1,8.0,2.04,0.56,1,Home,0,1.0,6.73,3.63,2.75
8.24,0.81,1.79,2.09,5.64,3.12,3.84,100.0,2,0,165,4,8.43,5.85,1.42,0.54,0,Hostel,1,0.8,6.88,2.28,3.83
7.05,3.06,2.12,0.0,9.11,3.65,1.93,72.83,2,1,122,3,7.31,4.97,1.36,0.63,0,Hostel,0,0.8,4.17,3.17,3.33
8.44,1.23,1.63,1.18,6.64,2.56,2.84,66.41,2,2,79,4,6.83,8.0,0.7,0.44,0,Home,1,1.0,7.81,1.59,2.65
